"","geohash","netdiff","netdiff2","netdiff3","netdiff4","netdiff5","netdiff6","netdiff7","netdiff8","netdiff9","netdiff10","netdiff11","netdiff12"
"7044","dr5x1pt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7045","dr5x22r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7046","dr5x23p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"7048","dr5x23r",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,1
"7049","dr5x23x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"7050","dr5x23z",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-2,-1
"7052","dr5x2bw",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0
"7053","dr5x2c0",-1,1,-1,1,0,-1,0,-1,-3,-1,-1,1
"7054","dr5x2c2",-8,-6,-7,-2,-8,-7,-16,-5,-12,-3,-14,-7
"7057","dr5x2c3",-6,-1,-3,-2,0,-2,-3,-4,-3,-1,-3,-6
"7059","dr5x2c5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"7060","dr5x2d1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"7061","dr5x2db",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"7062","dr5x2e5",NA,NA,NA,NA,NA,NA,NA,NA,-1,1,0,-1
"7063","dr5x2ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"7064","dr5x2em",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7065","dr5x2gp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7066","dr5x2qn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7067","dr5x2sf",NA,NA,NA,NA,1,1,1,0,1,1,1,0
"7069","dr5x2t3",NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,1
"7071","dr5x355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7072","dr5x3hy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7073","dr5x6h9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7074","dr5x6nc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"7075","dr5x831",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"7076","dr5x83f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7077","dr5x83q",-1,-1,-4,-1,-4,-3,-4,-6,-1,0,-2,-4
"7078","dr5x83w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7079","dr5x853",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,1
"7081","dr5x856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7082","dr5x858",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,1
"7083","dr5x86j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7084","dr5x873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7085","dr5x8d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7086","dr5x8dc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7087","dr5x8dy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"7088","dr5x8h0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7089","dr5x8hr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7090","dr5x8jr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"7091","dr5x8ne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7092","dr5x8pm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7093","dr5x8q0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7094","dr5x8rq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7095","dr5x8tk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7096","dr5x8v5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"7097","dr5xb0n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7098","dr5xb5j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7099","dr5xb72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"7100","dr5xbbx",NA,NA,NA,NA,NA,-6,-3,-6,-3,-2,-2,-3
"7101","dr5xbh6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7102","dr5xbhb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7103","dr5xbm3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7104","dr5xcp6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7105","dr5xk18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7106","dr72h2h",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,1
"7107","dr72h2j",-2,-2,-1,-3,-2,-4,-2,-3,0,-2,-12,-3
"7109","dr72h2m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7110","dr72h2n",-11,-9,-27,-12,-16,-15,-16,-14,-9,-12,-28,-13
"7113","dr72h2p",-19,-15,-22,-22,-30,-32,-15,-20,-16,-26,-29,-17
"7117","dr72h2q",-17,-9,-9,-10,-3,-15,-8,-8,-7,-7,-9,-13
"7118","dr72h2r",-6,-9,-10,-11,-13,-24,-4,-13,-10,-18,-11,-11
"7122","dr72h2w",-3,-4,1,-2,0,0,-1,-3,-3,-1,-7,1
"7124","dr72h2x",-8,-7,-9,-12,-15,-12,-5,-17,-21,-11,-13,-8
"7125","dr72h2z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"7126","dr72h3r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7127","dr72h4j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7128","dr72h80",-27,-31,-52,-31,-30,-50,-39,-31,-32,-25,-49,-34
"7132","dr72h81",-35,-40,-37,-34,-38,-44,-34,-35,-28,-41,-53,-44
"7136","dr72h82",-18,-29,-16,-25,-31,-29,-5,-22,-13,-15,-30,-17
"7140","dr72h83",-37,-32,-51,-34,-29,-51,-47,-49,-47,-31,-42,-47
"7144","dr72h84",-27,-24,-24,-18,-16,-32,-16,-22,-20,-19,-19,-31
"7148","dr72h85",-20,-21,-21,-24,-18,-13,-17,-17,-15,-14,-31,-19
"7150","dr72h86",-67,-63,-66,-55,-88,-81,-54,-66,-63,-74,-89,-65
"7154","dr72h87",-29,-27,-36,-24,-36,-30,-16,-25,-20,-26,-40,-22
"7158","dr72h88",-17,-15,-29,-17,-29,-41,-14,-35,-10,-23,-20,-25
"7162","dr72h89",-25,-33,-26,-31,-22,-43,-37,-41,-17,-31,-39,-44
"7166","dr72h8b",-11,-8,-7,-7,-12,-22,-9,-7,-12,-12,-10,-7
"7169","dr72h8c",-28,-29,-37,-26,-37,-20,-19,-20,-24,-23,-37,-45
"7173","dr72h8d",-23,-19,-26,-27,-18,-22,-17,-20,-11,-16,-32,-28
"7177","dr72h8e",-14,-24,-31,-24,-18,-26,-19,-24,-21,-25,-43,-31
"7181","dr72h8f",-60,-28,-36,-10,-29,-49,-31,-62,-37,-38,-49,-33
"7185","dr72h8g",-45,-42,-37,-45,-39,-41,-31,-48,-46,-43,-50,-43
"7189","dr72h8h",-39,-46,-44,-25,-68,-73,-34,-33,-33,-37,-49,-29
"7193","dr72h8j",0,-3,-2,1,-2,-1,1,-2,2,-3,-4,-4
"7196","dr72h8k",-9,-9,-6,-12,-8,-16,-5,-12,-8,-10,-12,-4
"7198","dr72h8m",-42,-33,-57,-45,-38,-47,-49,-44,-33,-33,-45,-53
"7202","dr72h8n",-13,-15,-21,-29,-18,-14,-13,-22,-15,-18,-16,-31
"7206","dr72h8p",-53,-55,-53,-50,-32,-65,-80,-73,-48,-51,-56,-96
"7210","dr72h8q",-17,-31,-24,-17,-12,-17,-15,-16,-9,-28,-30,-15
"7214","dr72h8r",-21,-24,-25,-22,-15,-26,-30,-33,-26,-42,-24,-24
"7218","dr72h8s",-6,-12,-11,-5,-13,-17,-9,-3,-8,-15,-8,-11
"7219","dr72h8t",-23,-22,-14,-13,-21,-26,-16,-25,-12,-24,-18,-35
"7223","dr72h8u",-35,-19,-32,-29,-18,-38,-33,-42,-26,-36,-42,-26
"7227","dr72h8v",-6,-7,-10,-6,-3,-7,-3,-3,-5,-6,-10,-13
"7228","dr72h8w",-28,-21,-23,-21,-24,-35,-25,-33,-23,-18,-21,-15
"7232","dr72h8x",-8,-13,-4,-11,-6,-11,-2,-11,-9,-10,-8,-17
"7234","dr72h8y",-15,-13,-14,-28,-29,-29,-15,-14,-13,-21,-34,-22
"7238","dr72h8z",-31,-38,-17,-29,-19,-53,-19,-32,-25,-27,-20,-27
"7242","dr72h90",-15,-4,-6,-15,-13,-20,-7,-9,-14,-12,-25,-12
"7245","dr72h91",-13,-5,-11,-8,-9,-11,-8,-18,-10,-11,-9,-10
"7249","dr72h92",-12,-8,-10,-10,-9,-18,-7,-6,-10,-14,-14,-7
"7250","dr72h93",-7,-9,-10,-8,-8,-9,-1,-6,-3,-15,-11,-8
"7252","dr72h94",-14,-20,-29,-17,-29,-28,-21,-29,-28,-22,-31,-20
"7256","dr72h95",-57,-46,-44,-23,-25,-27,-37,-45,-17,-31,-42,-25
"7260","dr72h96",-14,-20,-40,-16,-12,-30,-10,-25,-22,-11,-25,-20
"7264","dr72h97",-24,-9,-15,-28,-20,-38,-12,-29,-19,-16,-39,-16
"7268","dr72h98",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"7269","dr72h99",-20,-24,-37,-24,-32,-32,-26,-30,-18,-25,-25,-13
"7273","dr72h9c",-3,-1,-6,0,-6,-1,-3,-6,-4,-3,-3,-5
"7274","dr72h9d",-8,-11,-10,-6,-9,-9,-9,-5,-6,-15,-12,-13
"7277","dr72h9e",-22,-20,-23,-22,-7,-24,-7,-13,-12,-13,-26,-16
"7281","dr72h9f",-14,-18,-17,-16,-15,-15,-8,-10,-22,-7,-12,-20
"7284","dr72h9g",-12,-6,-10,-12,-7,-18,-5,-16,-5,-8,-15,-8
"7287","dr72h9h",-38,-42,-47,-30,-60,-53,-47,-38,-37,-34,-54,-27
"7291","dr72h9j",-33,-51,-31,-46,-34,-59,-26,-49,-35,-45,-51,-40
"7295","dr72h9k",-35,-56,-41,-39,-50,-41,-46,-34,-23,-52,-57,-47
"7299","dr72h9m",-19,-29,-28,-25,-12,-21,-18,-25,-24,-16,-43,-25
"7303","dr72h9n",-22,-33,-25,-20,-11,-31,-19,-20,-20,-27,-38,-23
"7307","dr72h9p",-11,-5,-18,-7,-16,-14,-2,-12,-11,-10,-8,-17
"7311","dr72h9q",-8,-1,-8,-6,-9,-8,-11,-6,-9,-6,-16,-9
"7315","dr72h9r",-11,-6,-7,-9,-8,-13,-5,-13,-7,-9,-16,-7
"7318","dr72h9s",-33,-12,-32,-19,-28,-28,2,-17,-1,-27,-32,-15
"7322","dr72h9t",-24,-45,-28,-13,-21,-46,-26,-30,-10,-34,-34,-26
"7326","dr72h9u",-16,-7,-18,-11,-28,-17,-17,-8,-29,-11,-12,-17
"7330","dr72h9v",-23,-18,-37,-26,-28,-27,-9,-25,-18,-25,-32,-38
"7334","dr72h9w",-33,-38,-59,-46,-42,-64,-27,-45,-30,-37,-61,-41
"7338","dr72h9x",-6,-5,-6,-7,-6,-6,-1,-5,-10,-10,-13,-11
"7340","dr72h9y",-20,-19,-25,-17,-20,-27,-6,-22,-11,-8,-35,-17
"7344","dr72h9z",-19,-9,-22,-13,-6,-22,-7,-10,-19,-11,-16,-20
"7348","dr72hb0",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,-1
"7350","dr72hb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1
"7351","dr72hb2",-17,-28,-22,-8,-34,-29,-21,-21,-31,-24,-41,-13
"7355","dr72hb3",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1,-2
"7356","dr72hb6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"7358","dr72hb8",-13,-45,-36,-29,-41,-47,-36,-27,-30,-38,-44,-20
"7362","dr72hb9",-17,-16,-12,-16,-17,-25,-13,-16,-16,-10,-16,-16
"7366","dr72hbb",-41,-33,-46,-33,-35,-53,-35,-37,-46,-39,-50,-47
"7370","dr72hbc",-44,-37,-40,-46,-43,-69,-19,-48,-39,-39,-57,-25
"7374","dr72hbe",0,-3,-3,-2,-1,-2,-1,-1,1,-4,-6,0
"7375","dr72hbf",NA,NA,NA,NA,0,-4,0,2,-1,2,-3,-2
"7377","dr72hbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1
"7378","dr72hbj",1,0,-2,1,-2,-1,1,-5,-2,-5,-1,-2
"7379","dr72hbn",NA,NA,NA,NA,1,-3,-1,-1,0,-1,-1,-3
"7380","dr72hbp",-21,-23,-24,-28,-18,-28,-2,-18,-28,-12,-21,-22
"7384","dr72hbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"7386","dr72hbv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7388","dr72hbx",NA,NA,NA,NA,0,-2,0,-1,-1,-1,0,-1
"7389","dr72hc0",-8,-8,0,-2,-6,-2,-5,-4,-3,-4,-3,-7
"7392","dr72hc1",-9,-10,-17,-19,-14,-19,-8,-8,-9,-12,-29,-4
"7395","dr72hc2",-30,-20,-24,-27,-27,-37,-24,-29,-13,-18,-36,-25
"7399","dr72hc3",-7,-6,-4,-4,-10,-9,-7,-3,-10,-8,-14,-6
"7402","dr72hc4",-32,-35,-48,-32,-15,-46,-27,-38,-29,-30,-65,-25
"7406","dr72hc5",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,0,0
"7407","dr72hc6",-29,-13,-26,-13,-18,-27,-7,-23,-17,-10,-30,-11
"7411","dr72hc7",-24,-20,-20,-13,-28,-23,-9,-14,-23,-5,-29,-25
"7415","dr72hc8",-8,-12,-22,-7,-9,-28,-16,-13,-4,-14,-20,-9
"7419","dr72hc9",-5,-10,-10,-10,-10,-8,-3,-8,-6,-10,-15,-10
"7423","dr72hcb",-6,-4,-2,-5,-5,-9,-7,-5,-6,-11,-8,-6
"7426","dr72hcc",-17,-13,-27,-28,-19,-21,-4,-18,-17,-16,-19,-22
"7430","dr72hcd",-10,-10,-7,-12,-8,-13,-6,-6,-3,-7,-14,-9
"7431","dr72hce",-37,-24,-43,-49,-38,-66,-13,-45,-22,-29,-43,-29
"7435","dr72hcf",-10,-17,-8,-10,-15,-16,-6,-13,-7,-7,-15,-8
"7439","dr72hcg",-6,-9,-8,-8,-3,-8,-11,-11,-14,-8,-15,-5
"7440","dr72hcs",-2,-4,-11,0,-5,-4,-7,-7,-3,-4,-13,-2
"7444","dr72hcu",-27,-19,-15,-25,-19,-22,-11,-17,-20,-21,-30,-14
"7448","dr72hcv",1,0,-2,-3,0,-1,-2,-2,-1,-3,-4,0
"7449","dr72hd5",-8,-10,-17,-6,-15,-11,-4,-9,-4,-15,-12,-6
"7451","dr72hdh",-7,-15,-27,-9,-10,-7,-7,-16,-4,-20,-23,-13
"7455","dr72hdj",-23,-22,-22,-33,-29,-28,-15,-20,-30,-20,-33,-28
"7459","dr72hdk",-13,-12,-10,-7,-10,-11,-10,-10,-16,-8,-24,-9
"7460","dr72hdm",-10,-6,-15,-7,-4,-13,-11,-15,-5,-1,-10,-14
"7464","dr72hdn",-27,-29,-25,-15,-20,-47,-26,-50,-21,-9,-27,-26
"7468","dr72hdp",-20,-12,-17,-20,-13,-36,-14,-25,-18,-21,-33,-20
"7471","dr72hdq",-13,-20,-18,-24,-8,-4,-9,-23,-22,-2,-26,-4
"7475","dr72hdr",-19,-28,-35,-23,-26,-23,-22,-29,-20,-4,-26,-4
"7479","dr72hds",-3,-4,-11,-6,-5,-7,-10,-11,-7,-4,-7,-9
"7480","dr72hdt",-8,-4,-3,-4,-8,-17,-10,-11,-2,-3,-7,-5
"7482","dr72hdv",-2,-2,-1,-3,-5,-2,-5,-5,-3,-3,-4,0
"7484","dr72hdw",-21,-8,-45,-15,-32,-21,-12,-28,-20,-23,-29,-23
"7488","dr72hdx",-17,-11,-19,-11,-24,-21,-19,-22,-7,-15,-17,0
"7492","dr72hdy",-7,-7,-11,-8,-9,-11,-3,-10,-8,-4,-10,-3
"7496","dr72hdz",-13,-22,-25,-28,-13,-22,-23,-24,-16,-10,-27,-21
"7500","dr72hej",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7501","dr72hen",-17,-18,-18,-20,-15,-16,-13,-22,-14,-15,-20,-15
"7503","dr72hep",-20,-4,-14,-2,-14,-16,2,-18,-7,1,-19,-10
"7507","dr72heq",NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1,-1
"7508","dr72her",-6,-6,-8,-14,-7,-11,-15,-12,-12,-14,-9,-6
"7509","dr72hex",-3,-3,-2,-1,-1,-4,-1,-3,-2,-3,-1,-5
"7510","dr72hf0",-25,-8,-14,-10,-4,-7,-13,-18,-10,-11,-16,-17
"7514","dr72hf1",-12,-8,-13,-7,-8,-8,-10,-3,-3,-11,-17,-10
"7517","dr72hf2",-46,-42,-22,-33,-28,-42,-28,-31,-31,-38,-50,-35
"7521","dr72hf3",-3,-13,-9,-3,-5,-6,-4,-2,-6,-13,-2,-9
"7524","dr72hf4",-16,-11,-19,-15,-9,-12,-14,-12,-12,-18,-22,-32
"7528","dr72hf5",-20,-24,-22,-8,-8,-17,-10,-18,-9,-20,-28,-22
"7532","dr72hf6",-5,-5,-10,-6,-6,-12,-6,-10,-8,-5,-9,-11
"7536","dr72hf7",-1,0,-1,-1,-2,-1,1,0,0,-10,-15,-10
"7540","dr72hf8",-17,-9,-16,-6,-12,-16,-19,-25,-14,-8,-33,-9
"7544","dr72hf9",-5,-15,-5,-4,-8,-6,-6,-8,-7,-7,-5,-7
"7547","dr72hfb",-4,-11,-27,-27,-14,-20,-11,-29,-17,-14,-44,-22
"7551","dr72hfc",-10,1,-6,-8,-12,-7,-7,-14,-2,-15,-20,-7
"7555","dr72hfd",-2,-3,-3,-2,-4,-2,-1,-7,0,-5,-6,-3
"7557","dr72hfe",3,-1,6,4,-1,-5,2,0,-3,-8,-12,-6
"7561","dr72hff",-4,-5,-7,-3,-3,-8,-1,-8,-7,-4,-4,-3
"7563","dr72hfh",-7,-8,-10,-12,-14,-9,-10,-12,-13,-8,-7,-18
"7567","dr72hfj",-2,-8,-1,-4,2,-1,1,-5,1,0,-1,1
"7571","dr72hfk",-3,-3,-4,0,-2,-2,-1,-4,-2,-2,-1,-2
"7572","dr72hfm",0,-9,-8,-3,-8,-5,-3,-6,-6,-8,-10,-9
"7576","dr72hfq",-1,1,-5,-2,-1,-10,-1,0,-5,-3,-4,-4
"7580","dr72hfs",-3,-1,-5,-4,-1,-2,0,0,0,-1,-2,0
"7583","dr72hft",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-3
"7584","dr72hfu",-2,0,0,-2,1,0,0,-1,-1,1,-1,0
"7586","dr72hfv",-3,-4,-5,-2,-3,0,-3,-2,1,-2,-3,-2
"7587","dr72hfw",-2,-1,-3,-11,-9,-9,-10,-14,-8,-5,-11,-9
"7591","dr72hfx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"7592","dr72hfy",-6,-3,-7,-4,-5,-7,-5,-6,-2,-7,-7,-3
"7593","dr72hfz",-1,-4,-14,-3,-11,-11,1,-16,-5,-11,-9,-6
"7597","dr72hg0",-12,-9,-17,-6,-16,-17,-15,-20,-11,-5,-10,-6
"7601","dr72hg1",-7,-17,-18,-24,-9,-8,-18,-21,-18,-11,-19,-20
"7605","dr72hg2",-12,-5,-9,-12,-16,-18,-21,-21,-1,-13,-22,-14
"7609","dr72hg3",-11,-16,-23,-10,-8,-18,-8,-13,-16,-5,-12,-4
"7613","dr72hg4",-5,-17,-11,-3,-5,-20,-13,-19,-5,-5,-8,-8
"7616","dr72hg5",NA,NA,NA,NA,NA,-1,0,1,-3,-1,-6,-2
"7617","dr72hg6",-18,-17,-14,-16,-10,-14,-11,-5,-4,-17,-8,-14
"7621","dr72hg7",-7,-6,-12,-9,-10,-13,-15,-8,-14,-13,-13,-14
"7625","dr72hg8",-4,-3,-1,-8,-6,-5,-6,-5,-4,-3,-11,-4
"7628","dr72hg9",-11,-9,-12,-6,-13,-6,-10,-7,-10,-14,-9,-6
"7632","dr72hgb",NA,NA,NA,NA,-5,-3,0,-3,-1,-1,-4,-2
"7633","dr72hgc",1,-6,-9,-2,-7,-10,-7,-9,-1,-2,-5,-8
"7636","dr72hgd",-9,-21,-11,-8,-12,-21,-5,-23,-7,-10,-10,-3
"7640","dr72hge",-6,-13,-10,-6,-4,-21,-10,-8,-7,-13,-10,-13
"7644","dr72hgf",-19,-11,-24,-21,-4,-17,-11,-24,-27,-14,-19,-23
"7648","dr72hgg",-3,-4,-3,-2,-3,-2,-1,-3,-3,0,-4,0
"7650","dr72hgh",0,-1,-3,-4,-2,-2,-1,-3,-3,-1,-3,-4
"7651","dr72hgj",0,1,-3,-1,-3,-10,0,1,5,-1,-8,1
"7655","dr72hgk",-9,-4,-8,-5,-2,-14,0,-5,-3,-2,-8,-9
"7657","dr72hgm",-4,-11,-15,-9,-7,-7,-7,-3,-7,-13,-8,-9
"7661","dr72hgn",-6,-4,-4,0,-8,-11,-6,-12,-3,-3,-9,-8
"7663","dr72hgp",-3,-4,-3,-4,-2,-12,-5,-5,-5,-9,-8,-9
"7666","dr72hgq",-5,-7,0,-5,-7,-6,1,-1,-6,-2,-3,-7
"7670","dr72hgr",NA,NA,NA,NA,NA,NA,0,-6,-2,-5,-1,-1
"7671","dr72hgs",-12,-10,-5,-10,-14,-16,-16,-14,-21,-14,-17,-17
"7674","dr72hgt",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,1
"7675","dr72hgu",-9,-4,-11,-3,-5,-15,-17,-13,-8,-13,-9,-8
"7676","dr72hgv",0,-3,-4,-8,3,-14,-4,-5,-5,-6,-9,-4
"7680","dr72hgw",-1,-2,-5,-1,2,-5,-3,-3,-2,2,0,-2
"7684","dr72hgx",1,-6,-1,-6,1,-1,0,-3,-2,-3,-2,-2
"7687","dr72hgy",-6,-1,-3,-5,-7,-4,-5,-3,-1,-9,-5,-7
"7689","dr72hgz",0,-2,1,2,-3,-2,-3,-1,-6,0,-2,1
"7693","dr72hu1",-4,-6,-3,-6,-7,-5,-3,-4,-3,-1,-5,-2
"7694","dr72hu4",-6,-6,-8,-13,-13,-19,-13,-17,-1,-10,-10,-11
"7698","dr72hu5",-7,-6,-29,-6,-21,-25,-19,-15,-13,-22,-17,-19
"7702","dr72hu6",-1,-8,-5,-3,-7,-5,-6,-2,-4,-6,-8,-6
"7703","dr72hu7",-12,-31,-34,-39,-34,-29,-19,-28,-37,-43,-33,-34
"7707","dr72hud",-5,-4,-6,-4,-5,-3,-1,-6,-4,-11,-8,-7
"7708","dr72hue",-13,-5,-6,-8,-5,-10,-3,-2,-10,-5,-15,-4
"7711","dr72huf",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3,-1
"7712","dr72hug",-8,-5,-11,-9,-8,-4,-3,-8,-8,-12,-9,-11
"7713","dr72huh",-11,-7,-15,-6,-11,-11,-5,-8,-6,-8,-11,-12
"7715","dr72huj",-12,-12,-14,-18,-11,-17,-14,-13,-29,-15,-27,-13
"7718","dr72huk",-13,-15,-27,-12,-15,-12,-9,-10,-13,-15,-12,-19
"7721","dr72hum",-4,-5,-8,-1,-3,-6,-1,-6,-3,-6,-8,-4
"7723","dr72hun",0,0,-3,0,-3,-4,2,0,0,-1,-2,-1
"7727","dr72hup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"7728","dr72huq",-46,-46,-79,-48,-44,-75,-43,-65,-53,-54,-68,-60
"7732","dr72hur",-1,-4,-6,-3,-5,-3,-3,-7,-7,-2,-1,-3
"7735","dr72hus",-22,-39,-39,-23,-141,-39,-24,-15,-34,-52,-38,-6
"7739","dr72hut",NA,NA,NA,NA,NA,NA,NA,-4,-2,-3,-4,-1
"7740","dr72huu",-10,-17,-27,-18,-36,-12,0,-12,-3,-25,-10,-9
"7744","dr72huv",-17,-67,-52,-56,-85,-36,-43,-46,-46,-82,-69,-29
"7748","dr72huw",-9,-29,-25,-21,-11,-7,-9,-9,-9,-10,-23,-10
"7751","dr72hux",-19,-53,-59,-58,-43,-23,-29,-31,-45,-50,-70,-47
"7755","dr72huy",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2,1
"7756","dr72huz",-21,-17,-18,-30,-10,-17,-7,-12,-16,-21,-24,-15
"7760","dr72hv5",-4,-3,-2,-3,0,-5,-1,1,-5,1,-5,-1
"7761","dr72hvh",-6,-2,-4,-1,-4,-6,-4,-2,-4,-7,-2,-3
"7762","dr72hvj",-9,-15,-18,-12,-25,-6,-7,-6,-9,-15,-24,-14
"7766","dr72hvk",-4,-3,-6,-6,-12,-5,-5,-5,-7,-6,-8,-3
"7767","dr72hvm",-14,-16,-17,-19,-49,-12,-11,-10,-9,-18,-20,-9
"7770","dr72hvp",-7,-13,-15,-17,-21,-15,-3,-4,-14,-20,-16,-6
"7772","dr72hvq",-18,-11,-27,-17,-29,-16,-9,-15,-13,-24,-19,-24
"7776","dr72hvr",-6,-11,-9,-9,-6,-8,-1,-6,-5,-7,-10,-10
"7779","dr72hvs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"7780","dr72hvt",NA,NA,NA,NA,NA,NA,NA,0,-1,-4,1,-1
"7781","dr72hvw",-13,-11,-18,-8,-31,-6,-2,-2,-6,-13,-23,-7
"7784","dr72hvx",-7,-17,-22,-22,-16,-2,-7,-12,-19,-21,-23,-18
"7788","dr72hvy",-2,-5,-3,-5,-9,-7,-3,-4,-5,0,1,-4
"7789","dr72hvz",0,-4,-9,-3,-7,-2,-3,-6,-7,-2,-7,2
"7793","dr72hyp",0,-6,-2,-3,-4,-2,-4,0,-1,-5,-3,-2
"7795","dr72hyr",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,-4
"7798","dr72hyx",0,0,-1,0,-1,-2,1,2,0,-4,-3,-5
"7799","dr72hyz",-1,3,2,1,-1,-2,-2,0,3,0,-1,-1
"7803","dr72hzp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"7804","dr72j00",-36,-31,-48,-36,-28,-35,-41,-40,-24,-33,-44,-25
"7808","dr72j01",-93,-82,-117,-108,-88,-123,-80,-91,-109,-96,-138,-111
"7812","dr72j02",-50,-56,-83,-142,-71,-59,-72,-83,-72,-84,-131,-118
"7816","dr72j03",-54,-58,-76,-87,-61,-107,-51,-56,-77,-74,-110,-81
"7820","dr72j04",-46,-38,-95,-24,-21,-99,-23,-43,-31,-36,-78,-48
"7824","dr72j05",-46,-32,-53,-52,-33,-58,-38,-38,-51,-35,-52,-41
"7828","dr72j06",-74,-67,-67,-40,-99,-68,-69,-74,-58,-83,-122,-68
"7832","dr72j07",-42,-51,-42,-53,-48,-70,-48,-51,-35,-42,-85,-84
"7836","dr72j08",2,-3,0,-1,1,0,1,1,1,0,-3,-1
