"","geohash","netdiff","netdiff2","netdiff3","netdiff4","netdiff5","netdiff6","netdiff7","netdiff8","netdiff9","netdiff10","netdiff11","netdiff12"
"5642","dr5rv19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2
"5643","dr5rv1d",-3,-5,-4,-3,-5,-1,-5,-6,-4,-4,-5,-3
"5644","dr5rv1h",NA,NA,NA,NA,NA,0,-2,-2,0,0,-2,0
"5645","dr5rv1n",NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2,-1
"5646","dr5rv1r",-6,-4,-3,-8,-6,0,-6,-5,-4,-1,-4,-3
"5648","dr5rv1v",NA,NA,-3,-1,-1,-4,-1,-1,0,1,0,0
"5650","dr5rv1w",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"5652","dr5rv1y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5653","dr5rv20",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"5655","dr5rv28",NA,NA,NA,NA,NA,NA,-1,-1,1,-2,0,1
"5656","dr5rv2b",NA,NA,-1,1,-1,1,0,1,-1,1,2,1
"5657","dr5rv2f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"5658","dr5rv2g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5659","dr5rv2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"5660","dr5rv32",-19,-13,-6,-20,-9,-13,-22,-17,-12,-4,-22,-24
"5664","dr5rv33",-4,0,0,-4,-5,-3,1,-3,-4,1,-6,0
"5666","dr5rv36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"5667","dr5rv38",NA,NA,NA,NA,-1,0,-2,0,-1,-3,-5,-2
"5668","dr5rv39",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-3,-1
"5669","dr5rv3b",NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-3,1
"5670","dr5rv3c",NA,NA,NA,NA,NA,-1,1,1,-1,0,-1,1
"5671","dr5rv3d",-2,1,-4,-2,2,-1,0,-1,-2,-1,-3,-1
"5673","dr5rv3e",-1,1,1,-2,0,-7,-3,-1,-2,-4,-3,0
"5674","dr5rv3g",-1,-3,-2,-2,-1,-1,-7,-4,-2,0,-3,0
"5675","dr5rv3r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"5676","dr5rv3s",-1,-2,-3,-1,-3,-4,-2,-4,-5,-1,-2,-1
"5677","dr5rv3u",1,1,-4,-1,-3,-3,-2,-5,-1,-2,-5,-1
"5678","dr5rv4j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5679","dr5rv4p",NA,NA,NA,NA,NA,NA,NA,NA,0,1,-1,-1
"5680","dr5rv4r",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"5681","dr5rv4v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5682","dr5rv4y",-22,-5,-1,-6,0,-6,-5,-2,-1,-7,-20,-6
"5685","dr5rv4z",-1,0,-3,-2,-1,-1,-2,-2,-1,-3,-3,0
"5686","dr5rv50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"5687","dr5rv53",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,1
"5688","dr5rv54",NA,NA,NA,NA,NA,-1,-2,-1,-2,1,1,1
"5690","dr5rv56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"5691","dr5rv58",NA,NA,NA,NA,NA,-4,-4,-3,-1,0,0,-2
"5692","dr5rv5b",-10,-13,-13,-10,-6,-8,-13,-3,-4,-9,-21,-23
"5696","dr5rv5c",NA,NA,NA,NA,1,-1,0,-2,2,1,-1,2
"5697","dr5rv5e",NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0
"5699","dr5rv5g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5700","dr5rv5m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"5701","dr5rv5p",NA,NA,NA,NA,NA,NA,NA,-4,-1,-5,-1,-1
"5702","dr5rv5s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"5703","dr5rv5v",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-2
"5704","dr5rv60",NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-2,-1
"5705","dr5rv61",NA,NA,NA,NA,NA,NA,NA,-2,-1,-2,0,-1
"5706","dr5rv63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5707","dr5rv64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"5708","dr5rv66",NA,NA,NA,NA,-1,-2,-1,-3,0,-1,1,-2
"5712","dr5rv67",1,-2,-1,0,-2,-3,-1,-1,-1,-1,-2,-1
"5713","dr5rv68",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1
"5714","dr5rv6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"5715","dr5rv6e",NA,NA,-1,0,0,-11,-16,-10,-6,-6,-3,0
"5716","dr5rv6f",NA,NA,NA,NA,NA,NA,NA,-1,0,-1,0,-2
"5717","dr5rv6g",2,1,0,-8,-2,-2,1,1,1,0,1,1
"5719","dr5rv6h",-3,-1,-9,-4,0,-5,0,-2,-8,-9,0,0
"5721","dr5rv6j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5722","dr5rv6k",0,0,0,0,-4,-7,-7,-13,-4,-3,-3,-1
"5725","dr5rv6m",NA,NA,NA,NA,-3,-3,0,-4,-1,-1,-1,1
"5726","dr5rv6p",NA,NA,NA,NA,NA,1,1,1,0,0,-1,1
"5727","dr5rv6q",-9,-4,-5,-4,-6,-3,-3,-5,-5,-4,-5,-8
"5730","dr5rv6r",-4,-1,-5,0,-1,-4,-4,1,0,1,-10,-2
"5732","dr5rv6s",-2,-3,0,-2,-3,0,-1,0,-5,-2,-3,-1
"5733","dr5rv6t",NA,NA,1,1,0,1,-7,-3,-4,-5,1,1
"5735","dr5rv6u",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2,-3
"5736","dr5rv6v",-1,0,-1,-4,-1,-8,0,-5,-1,-1,-1,-4
"5738","dr5rv6w",0,1,0,-2,-4,0,2,-3,2,-2,1,-5
"5741","dr5rv6x",0,1,0,-1,0,-5,-3,-3,0,2,-4,-5
"5743","dr5rv6y",0,1,-2,-2,-2,0,-1,-3,0,-1,-1,-1
"5745","dr5rv70",NA,NA,NA,NA,NA,1,1,0,1,-1,1,0
"5746","dr5rv71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5747","dr5rv7h",-2,-4,-4,-3,2,-3,0,-4,-2,-2,2,0
"5749","dr5rv7j",-3,-2,1,4,0,-1,-2,-2,-1,-3,0,-1
"5751","dr5rv7k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5752","dr5rv7m",NA,NA,NA,NA,NA,-3,-1,1,-3,-2,-2,-2
"5755","dr5rv7q",NA,NA,NA,NA,NA,NA,-3,-2,1,-1,-3,0
"5756","dr5rv7v",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-1
"5757","dr5rv7w",-1,1,1,1,-1,0,2,1,-1,-2,1,-3
"5758","dr5rv7z",0,1,0,2,0,0,-3,0,-1,0,0,0
"5759","dr5rv81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"5760","dr5rv86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,1
"5761","dr5rv8g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5762","dr5rv8u",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-2
"5763","dr5rv8v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"5764","dr5rv8w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5765","dr5rv90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5766","dr5rv91",-1,-1,-2,-5,-2,-2,-3,-2,-2,0,-3,-1
"5767","dr5rv92",0,-6,-3,-2,-2,-3,-2,-1,0,-1,-10,0
"5770","dr5rv93",-3,-2,-1,-2,1,1,-5,-1,0,-3,-4,-2
"5771","dr5rv94",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1
"5772","dr5rv95",NA,NA,NA,NA,NA,NA,NA,1,-1,0,1,-2
"5773","dr5rv96",0,0,-2,0,-5,-5,-5,-1,-1,-1,-1,-7
"5775","dr5rv97",-1,-3,-1,-2,-2,-4,-2,-1,1,-5,-4,-1
"5779","dr5rv99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1
"5780","dr5rv9d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"5781","dr5rv9j",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"5782","dr5rv9k",-3,-1,1,1,1,-2,2,4,0,-2,-2,-2
"5785","dr5rv9m",NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1
"5787","dr5rv9p",NA,NA,NA,NA,NA,NA,-1,-1,-1,0,-1,-2
"5788","dr5rv9q",NA,NA,NA,NA,1,-2,1,1,1,0,-1,2
"5790","dr5rv9r",0,1,1,1,0,-3,0,0,1,1,-2,3
"5792","dr5rv9s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"5793","dr5rv9w",-5,0,1,-2,-3,1,-6,0,-4,-1,0,-5
"5796","dr5rvb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5797","dr5rvb7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"5798","dr5rvb8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"5799","dr5rvbb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"5800","dr5rvbk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"5801","dr5rvbq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,1
"5802","dr5rvbz",NA,NA,NA,NA,NA,NA,-1,-2,-1,0,-1,-1
"5803","dr5rvc0",2,1,-3,-1,-1,-1,-1,0,0,-2,-2,0
"5805","dr5rvc1",2,1,-2,3,0,0,0,-6,2,1,1,3
"5809","dr5rvc2",-9,-12,-2,1,1,0,0,1,-1,0,-1,1
"5812","dr5rvc4",5,4,-2,-4,-6,-14,-3,2,-2,1,-3,1
"5816","dr5rvc5",0,3,-2,1,0,-1,-1,-2,0,3,1,-3
"5819","dr5rvc8",NA,NA,NA,NA,0,-3,0,-1,-1,0,0,0
"5820","dr5rvc9",NA,NA,NA,NA,-1,-2,-4,2,0,1,-1,0
"5821","dr5rvcc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"5822","dr5rvcd",NA,NA,NA,NA,NA,NA,NA,1,-1,-1,0,-3
"5823","dr5rvch",2,1,-2,0,0,5,-2,1,0,2,0,-1
"5826","dr5rvcj",4,3,-1,-1,-1,-1,0,-9,0,-2,3,1
"5830","dr5rvcn",2,0,1,-2,1,0,-1,3,3,-1,2,2
"5833","dr5rvcp",1,0,-1,-1,1,1,2,-2,1,1,-1,1
"5836","dr5rvct",NA,NA,NA,NA,NA,NA,-1,-1,0,-1,-3,0
"5837","dr5rvcx",NA,NA,NA,NA,NA,NA,NA,0,0,-1,-5,-1
"5838","dr5rvd0",NA,NA,NA,NA,NA,NA,NA,-2,-1,0,-2,-2
"5839","dr5rvd3",1,-1,1,1,1,0,-2,-3,1,5,0,0
"5842","dr5rvd6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5843","dr5rvd8",NA,NA,NA,NA,NA,-1,1,-1,0,-1,0,0
"5844","dr5rvdb",NA,NA,NA,NA,NA,NA,NA,1,1,0,1,2
"5845","dr5rvdd",NA,NA,NA,NA,NA,-2,1,-6,-1,0,0,-1
"5846","dr5rvde",-1,-2,-5,-7,-9,-3,-7,-3,-4,-3,-3,-1
"5847","dr5rvdg",NA,NA,NA,NA,-1,1,1,1,-2,1,0,0
"5848","dr5rvds",-1,0,-1,-2,1,0,-1,0,-5,-1,0,-1
"5850","dr5rvdt",NA,NA,-1,-1,1,2,1,-1,1,-2,-2,1
"5851","dr5rvdu",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1
"5852","dr5rvdw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5853","dr5rvdx",NA,NA,NA,0,1,-2,-1,-1,-1,1,-1,2
"5854","dr5rvdy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3,-1
"5855","dr5rve0",-1,-1,1,2,4,-1,-1,-3,1,-1,-2,-2
"5856","dr5rve1",NA,NA,NA,NA,NA,NA,NA,1,1,0,-1,1
"5857","dr5rve3",-1,-1,-1,1,-1,0,1,1,-1,0,1,1
"5859","dr5rve7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"5860","dr5rve8",NA,NA,NA,NA,NA,NA,NA,0,0,1,0,-1
"5861","dr5rve9",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-3
"5862","dr5rveb",-23,-27,-16,-18,-13,-20,-7,-12,-9,-23,-43,-40
"5866","dr5rvec",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,0
"5868","dr5rvee",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1
"5869","dr5rveg",NA,NA,-1,-1,1,2,2,2,0,-1,-2,1
"5870","dr5rvej",NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,1,-2
"5871","dr5rven",NA,NA,NA,NA,-1,0,-2,-1,-1,0,-13,-1
"5872","dr5rver",NA,NA,NA,NA,1,0,-1,-1,1,1,-1,1
"5873","dr5rvet",-2,-2,1,1,-1,-2,-1,-1,-1,0,0,2
"5874","dr5rvew",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2
"5876","dr5rvex",-1,-1,-1,-1,-1,1,-2,-1,-1,-2,-1,-1
"5877","dr5rvey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5879","dr5rvfb",NA,NA,NA,NA,NA,NA,NA,0,-2,-1,1,0
"5880","dr5rvff",NA,NA,NA,NA,NA,-1,1,0,-7,0,-2,-3
"5883","dr5rvfv",NA,NA,NA,1,1,3,1,0,0,0,-2,1
"5884","dr5rvfz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5885","dr5rvg3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"5886","dr5rvg5",NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1
"5887","dr5rvg6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5888","dr5rvg7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3
"5889","dr5rvg8",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0,-3
"5890","dr5rvgb",NA,NA,NA,NA,NA,1,0,-1,1,-2,-2,-1
"5891","dr5rvgk",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-2
"5892","dr5rvgn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5893","dr5rvgp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"5894","dr5rvgq",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-3
"5895","dr5rvgs",NA,NA,NA,NA,-3,-1,1,-2,1,2,-1,-1
"5896","dr5rvgv",1,-5,-2,-2,-5,-3,1,-1,-3,-1,-2,-2
"5898","dr5rvh0",-37,-40,-49,-32,-39,-50,-33,-40,-26,-42,-53,-35
"5902","dr5rvh1",-11,-6,-21,-22,-16,-24,-20,-19,-24,-14,-16,-22
"5906","dr5rvh2",-15,-11,-21,-9,-19,-16,-15,-20,-7,-14,-24,-16
"5910","dr5rvh3",-26,-22,-19,-12,-16,-38,-25,-30,-17,-25,-45,-11
"5914","dr5rvh4",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-1
"5915","dr5rvh5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-3
"5916","dr5rvh6",-2,1,1,-1,-2,-6,-1,0,0,-1,-1,-4
"5918","dr5rvh8",-16,-17,-16,-22,-23,-23,-24,-22,-23,-32,-44,-28
"5922","dr5rvh9",-11,-6,-14,-13,-6,-10,-18,-25,-8,-14,-9,-8
"5926","dr5rvhb",-36,-30,-22,-21,-37,-42,-25,-34,-26,-40,-34,-21
"5930","dr5rvhc",-35,-32,-46,-11,-35,-43,-31,-38,-39,-27,-40,-33
"5934","dr5rvhd",-19,-21,-27,-14,-13,-30,-20,-18,-13,-16,-25,-16
"5938","dr5rvhe",0,-2,-1,1,0,2,-1,-1,-3,-1,-2,-3
"5940","dr5rvhf",-47,-47,-47,-68,-36,-72,-46,-61,-53,-45,-82,-42
"5944","dr5rvhg",-71,-66,-80,-86,-68,-97,-83,-95,-40,-70,-81,-73
"5948","dr5rvhj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"5949","dr5rvhk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5950","dr5rvhm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5951","dr5rvhq",NA,NA,NA,NA,NA,NA,NA,-1,-2,-2,-1,-1
"5952","dr5rvhr",-2,-2,-1,-1,-1,-3,-1,-3,-1,0,-1,-2
"5953","dr5rvhs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"5955","dr5rvht",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1
"5956","dr5rvhu",-72,-53,-47,-66,-81,-69,-78,-95,-85,-53,-117,-98
"5960","dr5rvhv",-2,2,-1,0,-1,-9,-2,0,0,-2,-1,-2
"5961","dr5rvhx",-2,-1,-1,-1,-1,-5,-2,-3,-2,-2,0,-2
"5962","dr5rvj0",-28,-20,-18,-21,-9,-17,-16,-23,-7,-25,-23,-17
"5964","dr5rvj1",-53,-59,-87,-63,-42,-82,-48,-72,-32,-52,-72,-76
"5968","dr5rvj2",-37,-31,-36,-29,-25,-33,-17,-25,-22,-22,-47,-38
"5972","dr5rvj3",-26,-8,-17,-24,-28,-31,-30,-24,-20,-19,-33,-28
"5976","dr5rvj4",-24,-25,-34,-22,-21,-35,-29,-23,-18,-25,-50,-22
"5980","dr5rvj5",-137,-113,-181,-92,-98,-158,-120,-162,-122,-119,-183,-144
"5984","dr5rvj6",-48,-48,-50,-41,-39,-72,-40,-71,-29,-62,-66,-62
"5988","dr5rvj7",-38,-24,-33,-27,-35,-57,-37,-43,-33,-30,-55,-39
"5992","dr5rvj8",-36,-32,-71,-24,-39,-53,-30,-33,-16,-29,-42,-26
"5996","dr5rvj9",-46,-27,-56,-50,-29,-47,-49,-52,-37,-47,-79,-46
"6000","dr5rvjb",-43,-40,-43,-31,-42,-42,-30,-48,-44,-41,-47,-41
"6004","dr5rvjc",-37,-47,-33,-17,-24,-59,-31,-45,-37,-12,-47,-34
"6008","dr5rvjd",-34,-50,-53,-34,-47,-50,-44,-42,-54,-49,-49,-32
"6012","dr5rvje",-29,-35,-43,-20,-13,-42,-35,-49,-25,-31,-52,-40
"6016","dr5rvjf",-11,-19,-21,-22,-19,-25,-23,-24,-9,-15,-28,-24
"6019","dr5rvjg",-34,-39,-55,-41,-55,-39,-43,-37,-44,-26,-46,-44
"6023","dr5rvjh",-65,-65,-111,-77,-55,-89,-71,-88,-61,-92,-91,-54
"6027","dr5rvjj",-21,-15,-20,-22,-21,-31,-13,-20,-19,-18,-41,-15
"6031","dr5rvjk",-58,-78,-135,-55,-84,-103,-79,-101,-81,-89,-163,-79
"6035","dr5rvjm",-32,-22,-46,-47,-46,-63,-56,-68,-28,-50,-51,-43
"6039","dr5rvjn",NA,NA,NA,NA,NA,-1,-1,1,-1,1,1,-1
"6042","dr5rvjq",-5,-6,-10,-10,-3,-12,0,-16,-2,-5,0,-9
"6046","dr5rvjs",-22,-21,-23,-13,-27,-23,-21,-25,-19,-20,-42,-23
"6050","dr5rvjt",-16,-8,-20,-16,-24,-33,-15,-25,-14,-8,-45,-18
"6054","dr5rvju",-13,-5,-18,-19,-8,-14,-15,-15,-16,-16,-11,-24
"6058","dr5rvjv",-31,-18,-34,-13,-17,-26,-13,-25,-22,-18,-35,-18
"6062","dr5rvjx",-4,-5,-8,-4,-6,-12,-6,-12,-10,-8,-7,-4
"6064","dr5rvjy",-17,-23,-33,-27,-29,-44,-29,-32,-20,-27,-45,-22
"6068","dr5rvjz",-1,-3,-3,-2,-2,-1,-5,-3,-3,-2,-3,-3
"6070","dr5rvkb",1,-2,-2,-1,0,-3,-2,-2,2,-6,-1,0
"6071","dr5rvkc",1,-1,-1,1,-4,-1,-2,-1,-2,-2,-3,-2
"6072","dr5rvkk",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-2,1
"6073","dr5rvkn",NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-2,0
"6074","dr5rvkq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-3
"6075","dr5rvm1",-5,-3,-5,-2,-5,-2,-2,-2,0,-2,-4,1
"6076","dr5rvmb",-2,1,-2,-2,1,1,0,0,0,0,-4,-2
"6078","dr5rvmn",NA,NA,NA,NA,NA,-1,0,2,1,0,0,0
"6080","dr5rvmp",NA,NA,NA,NA,NA,NA,NA,-3,-1,-1,-1,-3
"6081","dr5rvmu",NA,NA,NA,NA,NA,NA,NA,-2,-7,-3,-4,-2
"6082","dr5rvmv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"6083","dr5rvmx",NA,NA,NA,NA,-1,-2,-1,-1,-2,1,-2,0
"6084","dr5rvn0",-130,-87,-119,-87,-83,-97,-73,-86,-73,-96,-116,-91
"6088","dr5rvn1",-16,-26,-18,-19,-33,-27,-15,-27,-20,-28,-27,-20
"6092","dr5rvn2",-66,-74,-92,-84,-81,-82,-65,-87,-38,-70,-92,-87
"6096","dr5rvn3",-48,-48,-53,-57,-62,-81,-37,-60,-45,-51,-75,-71
"6100","dr5rvn4",-40,-29,-37,-33,-24,-33,-18,-37,-36,-35,-40,-27
"6104","dr5rvn5",-16,-16,-17,-15,-14,-16,-10,-20,-13,-17,-23,-15
"6107","dr5rvn6",-24,-27,-24,-46,-25,-32,-28,-35,-22,-31,-38,-21
"6111","dr5rvn7",-19,-24,-23,-16,-17,-22,-16,-14,-24,-9,-30,-18
"6115","dr5rvn8",-44,-58,-59,-49,-44,-73,-58,-78,-57,-55,-112,-61
"6119","dr5rvn9",-22,-41,-33,-47,-40,-68,-39,-57,-46,-67,-64,-55
"6123","dr5rvnb",-71,-74,-66,-61,-79,-96,-54,-60,-74,-57,-104,-75
"6127","dr5rvnc",-50,-48,-53,-68,-45,-56,-30,-48,-18,-42,-56,-47
"6131","dr5rvnd",-34,-36,-57,-37,-21,-43,-28,-53,-31,-29,-54,-37
"6135","dr5rvne",-44,-36,-45,-51,-12,-62,-38,-45,-65,-27,-70,-65
"6139","dr5rvnf",-81,-68,-85,-61,-76,-91,-83,-89,-84,-64,-120,-68
"6143","dr5rvng",-17,-15,-5,-12,-13,-8,-17,-15,-9,-14,-12,-3
"6146","dr5rvnh",-36,-23,-33,-28,-38,-25,-27,-35,-28,-28,-51,-39
"6150","dr5rvnj",-10,-15,-6,-3,-10,-8,-10,-14,-4,-5,-15,-12
"6151","dr5rvnk",-39,-43,-45,-44,-42,-48,-25,-45,-32,-33,-60,-40
"6155","dr5rvnm",-37,-51,-41,-60,-49,-95,-47,-70,-41,-50,-66,-48
"6159","dr5rvnn",-30,-30,-25,-28,-31,-50,-23,-36,-39,-42,-43,-7
"6163","dr5rvnp",-5,-3,-10,5,-9,-7,-7,-22,-6,-3,-11,-10
"6167","dr5rvnq",-40,-35,-51,-37,-34,-36,-20,-39,-24,-17,-39,-22
"6171","dr5rvnr",-58,-40,-43,-53,-29,-57,-26,-51,-25,-26,-53,-33
"6175","dr5rvns",-14,-32,-15,-5,-11,-21,-13,-23,-22,-25,-17,-26
"6179","dr5rvnt",-39,-41,-39,-17,-20,-53,-23,-47,-44,-31,-41,-27
"6183","dr5rvnu",-41,-30,-26,-23,-33,-68,-34,-30,-36,-17,-32,-50
"6187","dr5rvnv",-11,-7,-8,-8,-7,-15,-5,-13,-2,-7,-5,-14
"6189","dr5rvnw",-12,-14,-25,-11,-31,-19,-15,-1,-21,-20,-26,-22
"6193","dr5rvnx",-18,-15,-25,-9,-9,-27,-14,-26,-14,-15,-28,-16
"6197","dr5rvny",-26,-15,-21,-11,-29,-31,-11,-31,-18,-24,-32,-23
"6201","dr5rvnz",-6,-6,-2,-12,-9,-11,-8,-16,-6,-5,-12,-5
"6205","dr5rvp0",-31,-49,-85,-26,-33,-59,-37,-62,-28,-57,-68,-34
"6209","dr5rvp1",-46,-45,-53,-34,-27,-52,-27,-46,-36,-43,-66,-34
"6213","dr5rvp2",-55,-58,-68,-42,-52,-77,-46,-57,-28,-66,-77,-55
"6217","dr5rvp3",-29,-32,-48,-35,-30,-48,-16,-27,-20,-48,-25,-36
"6221","dr5rvp4",-32,-45,-54,-33,-28,-39,-28,-24,-29,-40,-35,-45
"6225","dr5rvp5",-34,-33,-36,-27,-29,-45,-36,-28,-28,-20,-42,-46
"6229","dr5rvp6",-45,-5,-43,-38,-31,-47,-29,-46,-19,-35,-39,-15
"6233","dr5rvp7",-73,-65,-93,-74,-59,-126,-90,-77,-52,-75,-109,-97
"6237","dr5rvp8",-62,-59,-67,-40,-49,-74,-51,-58,-28,-58,-94,-62
"6241","dr5rvp9",-51,-65,-89,-56,-18,-89,-71,-64,-58,-74,-103,-62
"6245","dr5rvpb",-90,-102,-124,-112,-91,-126,-99,-123,-92,-118,-147,-83
"6249","dr5rvpc",-63,-47,-52,-54,-36,-69,-47,-60,-43,-77,-115,-61
"6253","dr5rvpd",-44,-43,-77,-44,-46,-98,-54,-91,-50,-64,-73,-51
"6257","dr5rvpe",-86,-60,-98,-65,-63,-119,-97,-112,-112,-82,-130,-82
"6261","dr5rvpf",-69,-106,-83,-75,-56,-83,-39,-76,-56,-76,-102,-67
"6265","dr5rvpg",-34,-32,-46,-37,-32,-30,-36,-50,-32,-33,-55,-33
"6269","dr5rvph",-10,-12,-27,-14,-15,-20,-14,-17,-12,-19,-32,-19
"6273","dr5rvpj",-17,-19,-32,-32,-18,-34,-17,-32,-19,-17,-18,-9
"6277","dr5rvpk",-44,-13,-45,-28,-35,-44,-45,-26,-26,-32,-65,-44
"6281","dr5rvpm",-45,-39,-45,-43,-18,-60,-36,-66,-37,-23,-53,-22
"6285","dr5rvpn",-11,-16,-12,-12,-11,-12,-7,-15,-8,-9,-15,-9
"6288","dr5rvpp",-22,-20,-38,-26,-24,-50,-18,-27,-32,-29,-45,-24
"6292","dr5rvpq",-23,-12,-24,-8,0,-18,-30,-29,-18,-12,-36,-5
"6296","dr5rvpr",-22,-16,-17,-7,-18,-11,-17,-15,-16,-14,-12,-15
"6299","dr5rvps",-146,-110,-133,-117,-101,-161,-128,-127,-129,-115,-167,-141
"6303","dr5rvpt",-15,-12,-21,-10,-10,-21,-11,-25,-18,-11,-20,-26
"6307","dr5rvpu",-10,-30,-28,-22,-15,-34,-9,-21,-21,-32,-39,-41
"6311","dr5rvpv",-25,-30,-43,-33,-31,-37,-22,-35,-35,-29,-49,-39
"6315","dr5rvpw",-22,-19,-10,-5,-8,-20,-5,-7,-15,-10,-6,-18
