"","geohash","netdiff","netdiff20","netdiff21","netdiff22","netdiff23","netdiff24","netdiff25","netdiff26","netdiff27","netdiff28","netdiff29","netdiff30"
"10534","dr5ry3t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10535","dr5ry3u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10536","dr5ry4c",NA,NA,NA,NA,0,-1,0,1,1,1,-1,1
"10540","dr5ry4g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10541","dr5ry4k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"10542","dr5ry4z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"10544","dr5ry50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10545","dr5ry58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10546","dr5ry5q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10547","dr5ry5x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10548","dr5ry6c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10549","dr5ry6h",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10550","dr5ry6j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10551","dr5ry6v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10552","dr5ry7z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10553","dr5ry9g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10554","dr5ry9h",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,1
"10555","dr5ry9q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"10556","dr5ry9s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10557","dr5ry9v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10558","dr5rye1",NA,NA,NA,NA,NA,NA,-2,1,1,1,1,1
"10559","dr5ryeq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10560","dr5rygw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10561","dr5ryh6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10562","dr5ryh8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-1
"10563","dr5ryhe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10564","dr5ryhf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10565","dr5ryhp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10566","dr5ryhu",NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1,-2
"10567","dr5ryj1",NA,-1,-3,-5,1,-1,0,0,-3,-1,0,-2
"10569","dr5ryjk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10570","dr5ryjq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10571","dr5rykc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10572","dr5rymg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10573","dr5rymm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10574","dr5rync",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10575","dr5ryng",NA,NA,NA,NA,0,-3,1,-1,2,-1,-2,-2
"10576","dr5rynp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10577","dr5rynv",NA,NA,NA,NA,NA,NA,NA,0,-1,-2,-2,0
"10578","dr5ryp0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10579","dr5rypm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"10580","dr5rypn",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2,-2
"10581","dr5ryq3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10582","dr5ryq9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10583","dr5ryus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10584","dr5ryvb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,1
"10585","dr5ryvt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10586","dr5ryys",NA,NA,NA,NA,NA,NA,NA,0,0,2,2,1
"10589","dr5rz2n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10590","dr5rz41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10591","dr5rz63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10592","dr5rz82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10593","dr5rz85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10594","dr5rzjc",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
"10595","dr5rzn1",NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1
"10596","dr5rzn4",NA,1,1,3,2,0,2,-1,1,1,0,0
"10598","dr5rzum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10599","dr5x0wy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10600","dr5x0xf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10601","dr5x0xj",NA,-1,-2,2,1,0,0,0,-2,-2,1,0
"10603","dr5x0ye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10604","dr5x0zy",NA,3,-1,1,0,1,-1,0,2,0,0,1
"10605","dr5x1p3",NA,NA,NA,NA,1,1,-2,1,-1,-1,1,1
"10607","dr5x1pt",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1
"10608","dr5x22y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10609","dr5x23n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10610","dr5x23r",NA,NA,NA,NA,NA,0,1,1,-1,0,-1,1
"10611","dr5x2bw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10614","dr5x2cc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10615","dr5x2cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10616","dr5x2dg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10618","dr5x2ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10619","dr5x2ft",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10620","dr5x2fz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"10621","dr5x2qy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10622","dr5x2t3",NA,NA,NA,NA,NA,1,-1,-1,1,-1,1,2
"10623","dr5x3hv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10624","dr5x827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"10625","dr5x83n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10626","dr5x853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
"10627","dr5x85f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10628","dr5x865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10630","dr5x8gt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10631","dr5x8k0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10633","dr5x8kj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10634","dr5x8v8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10635","dr5xb19",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0,-2
"10636","dr5xb21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4
"10637","dr5xbhk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10638","dr5xg53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10639","dr72hb0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10640","dr72hbf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10641","dr72hbn",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,0
"10643","dr72hcy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-2
"10645","dr72heh",NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-2,-1
"10646","dr72hft",NA,-7,-7,0,-3,-7,-6,-3,-6,-2,-3,-6
"10647","dr72hv5",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1
"10648","dr72hzp",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1
"10650","dr72j2c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10651","dr72j2d",NA,-1,-3,-1,-2,-5,-2,-2,-2,-4,1,-1
"10652","dr72j2g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,0
"10653","dr72j3y",NA,NA,NA,NA,-1,-6,-2,-1,-4,-3,-6,-6
"10654","dr72j5m",NA,-2,-3,-2,-3,-2,0,-3,-2,-2,-3,-4
"10656","dr72j5n",NA,-1,-1,-1,-2,-1,-1,-2,-2,-1,0,-1
"10657","dr72j6v",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10658","dr72j7c",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,1
"10659","dr72j9b",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2,-2
"10660","dr72jc8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10661","dr72je7",NA,NA,NA,NA,NA,-2,-2,-1,-1,1,-1,-1
"10662","dr72jes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"10663","dr72jf4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10664","dr72jh1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-2
"10665","dr72jhp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10666","dr72jhw",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,1,-1
"10667","dr72jhz",NA,-1,-1,-2,-2,-6,-3,-3,-2,0,-2,-1
"10670","dr72jj7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10671","dr72jje",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,0
"10672","dr72jjv",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-2
"10673","dr72jky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10674","dr72jmb",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1,-1
"10675","dr72jmc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10676","dr72jme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10677","dr72jmh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10678","dr72jmm",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-3,-1
"10679","dr72jmp",NA,NA,NA,NA,NA,NA,-1,-1,-2,-2,-3,-3
"10680","dr72jmr",NA,0,-2,1,0,1,0,1,1,1,1,0
"10682","dr72jmv",NA,0,-5,-7,-2,-2,-2,-1,-3,1,-3,-2
"10683","dr72jn8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"10684","dr72jnc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2
"10685","dr72jnh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10686","dr72jnp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10687","dr72jq1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,-2
"10688","dr72jq9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10689","dr72jqz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10690","dr72jrm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10691","dr72jrp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10692","dr72js4",NA,NA,NA,NA,NA,NA,NA,-1,-2,-1,-1,-3
"10693","dr72js6",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-2
"10694","dr72jsf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10695","dr72jsy",NA,NA,NA,NA,NA,1,1,0,-1,0,0,-1
"10696","dr72jt0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10697","dr72jtr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10698","dr72jw2",NA,NA,NA,NA,NA,NA,NA,-1,-2,-1,-2,-4
"10699","dr72jwx",NA,NA,NA,NA,NA,NA,NA,-3,-1,-1,-2,-2
"10700","dr72jyj",NA,NA,NA,NA,NA,NA,NA,1,-1,-1,-1,-1
"10701","dr72kd0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10702","dr72m29",NA,NA,NA,NA,-2,-1,-1,0,-1,-1,-1,-2
"10703","dr72m2g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10704","dr72m2s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10705","dr72m2y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10706","dr72m30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10707","dr72m31",NA,1,-3,1,1,2,1,-1,-3,-3,1,-2
"10709","dr72m37",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-2,-1
"10710","dr72m3t",NA,-2,1,1,-1,-3,-2,0,-1,-3,-1,0
"10712","dr72m3w",NA,NA,NA,NA,NA,-5,-2,0,1,-1,-1,-1
"10713","dr72m65",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,-1
"10714","dr72m6j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10715","dr72m6p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10716","dr72m7h",NA,-8,-1,-7,-8,-17,-8,-2,-13,-23,-19,-13
"10718","dr72m7j",NA,-9,-1,-10,-8,-14,-7,-10,-8,-5,-5,-9
"10719","dr72m8d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10720","dr72m8m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10721","dr72m8z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10722","dr72m91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10723","dr72mbh",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1
"10724","dr72mbn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10725","dr72mbu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10726","dr72mc8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10727","dr72mch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10728","dr72md8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10729","dr72me1",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"10730","dr72mf5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10731","dr72nh3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10732","dr72np8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10733","dr72nxc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10734","dr72q0f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10735","dr72r69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10736","dr72r6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10737","dr5przg",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0
"10738","dr5r7fp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10739","dr5r7sx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10740","dr5r7vb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"10741","dr5r7vz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10742","dr5rec7",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1
"10743","dr5reem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10744","dr5reew",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
"10746","dr5resu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10747","dr5rhqc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10748","dr5rhxj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10749","dr5rhzv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10750","dr5rjp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10751","dr5rjr0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10752","dr5rk1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10753","dr5rk44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10754","dr5rk4k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10755","dr5rk6e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10756","dr5rk77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"10757","dr5rk7s",NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0
"10758","dr5rk9c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10759","dr5rk9f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10760","dr5rk9k",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10761","dr5rkes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10762","dr5rkfp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"10763","dr5rkm0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10764","dr5rkn9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-3
"10765","dr5rknf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10766","dr5rknu",NA,NA,NA,NA,-1,1,-2,-3,-2,-2,-1,-1
"10767","dr5rkq3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10768","dr5rkq6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10769","dr5rks0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10770","dr5rksn",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-1,-1
"10771","dr5rkst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10772","dr5rksu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10773","dr5rkth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10774","dr5rkuc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10775","dr5rkug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10776","dr5rkus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10777","dr5rkuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10778","dr5rkuz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10779","dr5rkvf",NA,NA,1,0,1,1,1,-1,-2,1,1,-2
"10780","dr5rkvu",NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-1
"10781","dr5rkwn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10782","dr5rkx4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10783","dr5rkxj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10784","dr5rkye",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10785","dr5rkyf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10786","dr5rkyt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10787","dr5rkze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"10788","dr5rkzx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10789","dr5rkzy",NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1,-1
"10790","dr5rm01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10791","dr5rm5z",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10792","dr5rm6t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10793","dr5rm7w",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10794","dr5rmj9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10795","dr5rmjg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10796","dr5rmjz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10797","dr5rmm2",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"10798","dr5rmn0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10799","dr5rmnh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10800","dr5rmp4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10801","dr5rmpf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10802","dr5rmpn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
"10803","dr5rmq5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10804","dr5rmv1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10805","dr5rmxc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10806","dr5rq9c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10807","dr5rqnk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10808","dr5rrz3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10809","dr5rs89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10811","dr5rsc4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10812","dr5rscv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10813","dr5rscx",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-3,1
"10814","dr5rse8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10815","dr5rssu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10816","dr5rstw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10817","dr5rswp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10818","dr5rswx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10819","dr5rt09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10820","dr5rt0j",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10821","dr5rt0m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10822","dr5rt1q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10823","dr5rt4n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10824","dr5rt4p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10825","dr5rt57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10826","dr5rt5p",NA,NA,NA,NA,0,0,1,-1,-1,-1,-1,-3
"10827","dr5rt6q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10828","dr5rt70",NA,NA,NA,NA,NA,NA,NA,NA,-1,1,-2,0
"10829","dr5rt7d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10830","dr5rt7u",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10831","dr5rt7x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10832","dr5rt98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10833","dr5rt9d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10834","dr5rt9n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10835","dr5rtbb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10836","dr5rtcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10837","dr5rtd3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10838","dr5rtdm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10839","dr5rte1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10840","dr5rtf9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10841","dr5rthp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10842","dr5rtk2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1
"10843","dr5rtnp",NA,NA,NA,NA,NA,NA,-2,-1,1,1,-1,-1
"10844","dr5rtph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10845","dr5rtpk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"10846","dr5rtxb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10847","dr5rtxg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10848","dr5rucf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10849","dr5rufk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10850","dr5rufs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10851","dr5ruy8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10852","dr5ruy9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"10853","dr5rv11",NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-1,-2
"10854","dr5rv1p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,0
"10855","dr5rv3f",NA,NA,-2,-1,1,-1,0,-1,-4,-2,-6,-1
"10857","dr5rv44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"10858","dr5rv4q",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"10859","dr5rv5d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-1
