"","geohash","netdiff","netdiff20","netdiff21","netdiff22","netdiff23","netdiff24","netdiff25","netdiff26","netdiff27","netdiff28","netdiff29","netdiff30"
"5251","dr5ruh3",-23,-30,-33,-27,-45,-47,-26,-21,-39,-28,-23,-22
"5253","dr5ruh4",NA,NA,NA,NA,NA,-3,-3,-3,1,-1,0,0
"5254","dr5ruh5",-7,-12,-4,11,-4,-5,-15,-1,-7,4,0,-10
"5259","dr5ruh6",-36,-25,-51,-52,-59,-65,-51,-61,-47,-37,-26,-48
"5264","dr5ruh7",-11,-31,-29,-40,-25,-27,-25,-15,-26,-20,-23,-21
"5269","dr5ruh9",-7,-3,-11,-28,-34,-29,-27,-9,-16,-22,-12,-19
"5271","dr5ruhd",-13,-12,-42,-98,-123,-106,-102,-80,-42,-40,-25,-34
"5276","dr5ruhe",-6,-5,-7,-6,-12,-10,-9,-8,-11,-3,-8,-5
"5280","dr5ruhg",-22,-26,-51,-43,-69,-59,-51,-62,-55,-47,-29,-66
"5285","dr5ruhh",-8,-5,-17,-3,-5,-1,-4,-4,-6,-2,-3,-9
"5290","dr5ruhj",-28,-16,-21,-12,-17,-13,-16,-12,-26,-12,-12,-28
"5295","dr5ruhk",-25,-12,-29,-38,-19,-28,-32,-26,-36,-26,-24,-35
"5300","dr5ruhm",-12,-7,-13,-2,-9,-16,-8,-5,-10,-5,-2,-8
"5302","dr5ruhn",-34,-26,-62,-31,-19,-58,-28,-25,-21,-38,-23,-37
"5307","dr5ruhp",-7,-3,-15,-18,-16,-9,-4,-3,-12,-5,-6,-9
"5311","dr5ruhq",-18,-10,-32,-9,-16,-12,-14,-16,-14,-14,-17,-16
"5316","dr5ruhr",-12,-18,-36,-22,-19,-19,-10,-6,-15,-13,-4,-31
"5321","dr5ruhs",-11,-14,-13,-8,-13,-17,-14,-3,-17,-15,-15,-16
"5326","dr5ruht",-27,-36,-46,-21,-23,-32,-20,-24,-38,-22,-34,-36
"5331","dr5ruhu",-10,1,0,-6,-11,-11,-14,-9,-11,-15,-3,-14
"5334","dr5ruhv",-32,-27,-42,-24,-24,-40,-36,-25,-36,-25,-32,-35
"5339","dr5ruhw",-5,-9,-15,-7,-7,-4,-5,-10,-17,-9,-10,-15
"5343","dr5ruhx",-18,-23,-16,-15,-20,-22,-9,-5,-18,-11,-5,-16
"5348","dr5ruhy",-25,-26,-28,-37,-29,-20,-28,-35,-32,-32,-29,-23
"5353","dr5ruhz",-2,-3,-11,-3,-9,-6,-6,-2,-4,-2,-5,-11
"5357","dr5rujh",-92,-61,-34,-26,-10,-17,-8,-7,-44,-69,0,-57
"5362","dr5rujj",-5,-4,-5,-3,-3,-3,-1,1,-5,-2,-3,-5
"5363","dr5rujk",-77,-46,-33,-12,-23,-18,-14,-19,-50,-21,-1,-53
"5364","dr5rujm",-56,-9,-62,-2,-44,-40,-29,-24,-59,4,-4,-6
"5365","dr5rujn",-13,-17,-21,-24,-16,-20,-9,-19,-27,-11,-11,-17
"5370","dr5rujp",-4,-3,-3,-1,-5,-8,-1,-1,-6,-4,-1,-2
"5371","dr5rujq",-10,-18,-12,-8,-5,-9,-3,-2,-5,-8,-4,-9
"5375","dr5rujr",-17,-21,-26,-21,-14,-17,-15,-12,-26,-16,-15,-19
"5380","dr5rujt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"5381","dr5rujv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
"5382","dr5rujw",-2,-2,-13,-1,3,-4,-1,-1,-2,-3,-1,-1
"5383","dr5rujx",-8,-10,-10,-8,-6,-15,0,-7,-16,-3,-10,-18
"5388","dr5rujy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"5390","dr5rujz",-5,-12,-6,-7,-7,-7,-11,-6,-6,-4,-5,-3
"5391","dr5ruk0",-28,-9,-7,-10,-23,-46,-16,-21,-50,-24,-23,-33
"5396","dr5ruk1",-38,-43,-48,-31,-35,-45,-50,-37,-56,-43,-27,-45
"5401","dr5ruk2",-8,-9,-13,-11,-9,-19,-10,-8,-10,-10,-3,-27
"5406","dr5ruk3",-35,-22,-40,-28,-31,-61,-23,-25,-31,-20,-29,-44
"5411","dr5ruk4",-19,-17,-26,-11,-22,-28,-22,-32,-25,-13,-23,-17
"5416","dr5ruk5",-71,-36,-57,-51,-48,-67,-32,-32,-48,-33,-27,-80
"5421","dr5ruk6",-18,-16,-25,-20,-17,-11,-18,-19,-17,-16,-15,-18
"5426","dr5ruk7",-17,-11,-19,-20,-16,-37,-10,-14,-29,-12,-29,-34
"5431","dr5ruk8",-6,-7,-21,-11,-5,-17,-11,-4,-10,-14,-5,-16
"5436","dr5ruk9",-6,-5,-7,-7,-1,-5,-1,-6,-4,-6,-4,-9
"5437","dr5rukb",-34,-27,-25,-9,-6,-20,-11,-17,-21,-5,-21,-27
"5442","dr5rukc",-5,0,-6,-4,-3,-3,-5,-2,-5,-6,-3,-9
"5445","dr5rukd",-18,-20,-28,-8,-10,-25,-11,-13,-36,-7,-17,-32
"5450","dr5ruke",-10,-11,-25,-12,-17,-19,-12,-20,-26,-19,-12,-14
"5454","dr5rukf",-5,-12,-11,-12,-11,-13,-17,-10,-11,-9,-9,-22
"5459","dr5rukg",-25,-40,-35,-19,-35,-40,-27,-26,-37,-25,-29,-39
"5464","dr5rukh",-30,-42,-61,-34,-62,-45,-29,-14,-73,-46,-39,-38
"5469","dr5rukj",-95,-65,-96,-77,-85,-103,-27,-70,-104,-74,-96,-90
"5474","dr5rukk",-62,-55,-80,-53,-60,-71,-58,-66,-101,-61,-56,-107
"5479","dr5rukm",-45,-42,-55,-47,-34,-77,-48,-24,-43,-36,-51,-71
"5484","dr5rukn",-89,-107,-127,-120,-82,-111,-77,-73,-128,-103,-124,-125
"5489","dr5rukp",-41,-77,-77,-48,-77,-72,-28,-32,-57,-68,-63,-96
"5493","dr5rukq",-72,-56,-125,-82,-86,-92,-65,-59,-105,-79,-104,-132
"5498","dr5rukr",-52,-55,-104,-50,-53,-66,-52,-61,-71,-61,-70,-95
"5503","dr5ruks",-33,-36,-42,-20,-29,-38,-15,-28,-26,-28,-32,-48
"5508","dr5rukt",-41,-35,-48,-38,-45,-38,-35,-38,-62,-38,-43,-78
"5513","dr5ruku",-22,-27,-23,-21,-27,-31,-14,-18,-22,-18,-22,-30
"5517","dr5rukv",-14,-18,-36,-29,-19,-35,-14,-38,-31,-21,-36,-38
"5522","dr5rukw",-59,-60,-55,-48,-36,-83,-47,-44,-62,-44,-53,-98
"5527","dr5rukx",-101,-56,-119,-89,-79,-108,-81,-69,-106,-79,-83,-119
"5532","dr5ruky",-42,-38,-40,-44,-35,-62,-46,-46,-44,-26,-29,-45
"5537","dr5rukz",-50,-44,-63,-64,-49,-78,-59,-57,-96,-40,-58,-73
"5542","dr5rum0",1,-4,-5,-6,1,-6,-2,-5,-5,-3,-8,-3
"5546","dr5rum1",-20,-5,-32,-21,-28,-24,-12,-15,-31,-14,-7,-17
"5551","dr5rum2",-4,-8,-14,-4,-8,-6,-11,-4,-7,-9,-11,-11
"5553","dr5rum3",-5,-18,-22,-16,-20,-24,-10,-7,-14,-11,-6,-14
"5558","dr5rum4",-4,-2,-11,-3,-2,-4,-3,-6,-7,-5,-5,-1
"5559","dr5rum5",-29,-18,-30,-22,-27,-26,-16,-12,-27,-28,-25,-35
"5564","dr5rum6",-11,-8,-22,-17,-11,-19,-17,-8,-22,-14,-13,-16
"5569","dr5rum7",-16,-9,-15,-18,-9,-17,-9,-16,-14,-12,-7,-11
"5571","dr5rum8",-20,-16,-37,-14,-21,-19,-16,-25,-20,-4,-11,-17
"5576","dr5rum9",-3,0,-10,-8,-6,-3,-4,-6,-6,-4,-6,-4
"5580","dr5rumb",-10,-19,-35,-9,-15,-12,-6,1,-18,-11,-8,-8
"5585","dr5rumc",-16,-19,-42,-17,-20,-33,-13,-21,-23,-17,-31,-23
"5590","dr5rumd",-24,-17,-42,-18,-13,-27,-26,-15,-25,-6,-19,-27
"5595","dr5rume",-25,-24,-32,-16,-30,-17,-15,-9,-16,-10,-10,-22
"5600","dr5rumf",-19,-39,-43,-27,-15,-34,-32,-27,-35,-33,-33,-62
"5605","dr5rumg",-80,-78,-93,-87,-57,-104,-63,-68,-93,-82,-60,-74
"5610","dr5rumh",-14,-8,-19,-19,-5,-11,-11,-6,-11,-8,-17,-17
"5615","dr5rumj",-6,-9,-22,-3,-13,-15,-9,-3,-23,-7,-19,-17
"5618","dr5rumk",-29,-27,-33,-26,-17,-35,-31,-18,-29,-32,-16,-31
"5623","dr5rumm",-14,-17,-22,-13,-15,-20,-14,-5,-28,-7,-15,-22
"5627","dr5rumn",-28,-25,-64,-47,-43,-73,-49,-56,-62,-61,-68,-63
"5632","dr5rump",-40,-42,-78,-65,-60,-77,-60,-62,-56,-72,-67,-75
"5637","dr5rumq",-47,-40,-73,-58,-50,-90,-61,-29,-77,-57,-50,-62
"5642","dr5rumr",-98,-96,-166,-99,-86,-147,-130,-108,-111,-84,-80,-99
"5647","dr5rums",-40,-15,-35,-36,-31,-24,-18,-27,-32,-18,-25,-24
"5652","dr5rumt",-33,-63,-83,-53,-50,-87,-61,-40,-86,-54,-47,-52
"5657","dr5rumu",-28,-24,-39,-40,-24,-43,-36,-33,-32,-25,-28,-42
"5662","dr5rumv",-36,-29,-60,-40,-30,-31,-23,-33,-39,-40,-46,-51
"5667","dr5rumw",-34,-28,-41,-31,-40,-38,-25,-32,-45,-18,-43,-61
"5672","dr5rumx",-170,-158,-190,-86,-132,-147,-148,-107,-137,-167,-118,-172
"5677","dr5rumy",-35,-36,-44,-39,-49,-47,-37,-24,-50,-48,-50,-56
"5682","dr5rumz",-112,-117,-123,-105,-91,-105,-78,-72,-104,-125,-98,-127
"5687","dr5runn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"5689","dr5runp",-3,-3,-5,-2,0,-1,-3,-4,-1,-1,-3,-4
"5690","dr5runr",NA,NA,NA,NA,-1,0,-2,-2,-2,-2,-2,-1
"5691","dr5ruq0",-18,-10,-16,-12,-8,-20,-8,-9,-20,-7,-6,-12
"5694","dr5ruq1",-14,-13,-18,-8,-15,-13,-14,2,3,-15,-15,-19
"5699","dr5ruq3",-9,-6,-7,0,-4,-11,-2,-2,-8,-2,-14,-10
"5704","dr5ruq4",-9,-12,-17,-10,-7,-14,-8,-11,-6,-11,-14,-16
"5707","dr5ruq5",-14,-18,-6,-6,-10,-12,-15,-17,-11,-6,-23,-19
"5712","dr5ruq6",-15,-21,-18,-13,-25,-18,-11,-6,-21,-16,-17,-22
"5717","dr5ruq7",-4,-2,0,-1,-2,-4,-7,-5,-3,-7,-3,-8
"5718","dr5ruq9",NA,NA,NA,NA,NA,NA,NA,-1,-1,0,-1,-1
"5720","dr5ruqb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"5722","dr5ruqc",-37,-23,-7,-14,-24,-28,-12,-18,-35,-18,-21,-24
"5727","dr5ruqd",-6,-11,-25,-22,-3,-30,-15,-16,-15,-11,-14,-21
"5732","dr5ruqe",-12,-4,-16,-6,1,-20,-1,-8,-15,-3,-6,-2
"5737","dr5ruqf",-4,-14,-13,-11,-2,-11,-15,-12,-7,-15,-9,-23
"5742","dr5ruqg",-13,-26,-5,-7,-13,-29,-10,-18,-20,-26,-14,-22
"5747","dr5ruqh",-18,-23,-35,-23,-26,-26,-8,-8,-28,-16,-39,-19
"5752","dr5ruqj",-7,-12,-11,-6,-5,-3,-3,-2,-9,-6,-6,-5
"5753","dr5ruqk",-7,-37,-9,-5,-4,-11,-13,-8,-34,-18,-11,-16
"5758","dr5ruqm",-2,3,-12,-4,-5,-1,-11,-8,-8,-14,-5,-12
"5761","dr5ruqn",-29,-14,-45,-24,-4,-10,-10,-9,-27,-32,-22,-34
"5766","dr5ruqp",-104,-179,-131,-107,-117,-130,-87,-63,-231,-79,-57,-147
"5771","dr5ruqr",-69,-148,-99,-70,-105,-102,-42,-48,-174,-68,-68,-118
"5776","dr5ruqt",-26,-9,-6,-5,-14,-20,-11,-21,-17,-13,-15,-14
"5781","dr5ruqu",-8,-4,-6,-7,-3,-5,-2,1,-4,-3,-5,-13
"5786","dr5ruqv",-5,-10,-9,-11,-13,-14,-7,-7,-8,-3,-14,-14
"5791","dr5ruqw",-17,-20,-20,-19,-28,-16,-15,-6,-34,-24,-14,-16
"5796","dr5ruqx",-91,-82,-82,-72,-99,-106,-49,-59,-125,-60,-67,-80
"5801","dr5ruqy",-40,-28,-43,-29,-34,-62,-42,-43,-51,-36,-44,-50
"5806","dr5ruqz",-123,-79,-128,-64,-80,-89,-48,-33,-83,-76,-84,-100
"5811","dr5rur1",NA,NA,NA,NA,NA,NA,NA,NA,2,1,-1,1
"5813","dr5rur4",-27,-17,-27,-24,-24,-19,-7,-11,-13,-14,-25,-21
"5818","dr5rur5",-4,-11,-28,-14,-19,-12,-10,-12,-22,-15,-13,-12
"5823","dr5rur6",-16,-8,-10,-14,-14,-13,-11,-9,-15,-6,-1,-7
"5828","dr5rur7",-17,-7,-13,-13,-5,-20,-10,-10,-13,-15,-5,-10
"5832","dr5rurd",NA,NA,NA,NA,NA,NA,NA,NA,1,-1,1,2
"5834","dr5rure",-20,-21,-26,-24,-27,-27,-14,-14,-30,-21,-17,-29
"5839","dr5rurg",-2,-7,-5,-3,-3,-6,-6,-5,-3,-2,-8,-4
"5843","dr5rurh",0,-16,-21,-14,-17,-21,-5,-21,-25,-21,-22,-28
"5848","dr5rurj",-15,-14,-21,-14,-12,-18,-20,-7,-12,-13,-13,-16
"5851","dr5rurk",-11,-10,-18,-17,-19,-22,-1,-10,-17,-15,-21,-32
"5856","dr5rurm",-20,-22,-11,-18,-12,-23,-19,-19,-26,-10,-5,-32
"5861","dr5rurn",0,-1,-5,-7,-5,-11,1,-2,-11,-11,-7,-10
"5865","dr5rurp",-54,-53,-67,-42,-51,-51,-55,-44,-62,-55,-40,-65
"5870","dr5rurq",-2,-6,-8,-5,-4,-11,-5,-4,-2,-2,-6,-6
"5874","dr5rurr",-33,-27,-59,-52,-31,-38,-42,-31,-58,-33,-37,-49
"5879","dr5rurs",-16,-8,-18,-11,-10,-17,-11,-13,-8,-17,-8,-16
"5884","dr5rurt",-19,-27,-21,-20,-11,-20,-14,-18,-20,-18,-20,-36
"5889","dr5ruru",-2,-1,-4,-5,-5,-5,-7,-1,-1,0,-3,-1
"5893","dr5rurv",-13,-7,-14,-9,-13,-13,-7,-5,-4,-6,-5,-9
"5897","dr5rurw",-19,-25,-39,-9,-18,-40,-21,-14,-24,-23,-29,-33
"5902","dr5rurx",-39,-44,-66,-49,-50,-47,-27,-40,-61,-21,-39,-35
"5907","dr5rury",-33,-19,-23,-20,-29,-30,-20,-7,-41,-37,-30,-35
"5912","dr5rurz",-13,-10,-15,-18,-11,-9,-8,-12,-14,-9,-6,-15
"5916","dr5rus0",-82,-98,-154,-108,-130,-163,-61,-88,-136,-135,-116,-270
"5921","dr5rus1",-91,-85,-114,-76,-99,-157,-142,-88,-109,-107,-101,-127
"5926","dr5rus2",-43,-56,-67,-51,-56,-61,-35,-39,-66,-44,-50,-54
"5931","dr5rus3",-112,-132,-211,-148,-103,-186,-91,-106,-158,-141,-117,-145
"5936","dr5rus4",-63,-71,-80,-66,-65,-79,-59,-55,-66,-71,-49,-54
"5941","dr5rus5",-44,-44,-82,-115,-93,-127,-53,-48,-63,-46,-96,-66
"5946","dr5rus6",-90,-72,-113,-85,-124,-149,-116,-100,-127,-87,-90,-92
"5951","dr5rus7",-84,-86,-110,-61,-106,-101,-64,-60,-104,-86,-96,-112
"5956","dr5rus8",-43,-80,-116,-51,-74,-100,-50,-50,-96,-70,-58,-63
"5961","dr5rus9",-45,-50,-101,-84,-38,-79,-38,-39,-82,-65,-79,-56
"5966","dr5rusb",-106,-117,-118,-94,-90,-104,-81,-81,-127,-96,-83,-90
"5971","dr5rusc",-73,-56,-94,-76,-85,-69,-56,-51,-79,-55,-59,-70
"5976","dr5rusd",-208,-157,-228,-181,-171,-214,-147,-191,-206,-202,-162,-254
"5981","dr5ruse",-55,-65,-84,-59,-54,-67,-80,-71,-73,-54,-57,-71
"5986","dr5rusf",-94,-91,-134,-94,-80,-100,-69,-50,-141,-106,-111,-137
"5991","dr5rusg",-164,-147,-163,-162,-114,-181,-161,-177,-178,-179,-113,-206
"5996","dr5rush",-113,-109,-129,-104,-95,-120,-98,-79,-98,-72,-100,-149
"6001","dr5rusj",-93,-91,-144,-91,-95,-119,-93,-94,-110,-90,-115,-112
"6006","dr5rusk",-86,-104,-102,-110,-62,-118,-63,-79,-95,-64,-67,-78
"6011","dr5rusm",-77,-100,-121,-89,-61,-109,-67,-88,-124,-79,-67,-110
"6016","dr5rusn",-103,-104,-138,-113,-85,-154,-79,-82,-129,-74,-131,-99
"6021","dr5rusp",-115,-115,-205,-141,-145,-297,-170,-131,-190,-156,-166,-208
"6026","dr5rusq",-91,-80,-151,-113,-90,-131,-90,-109,-122,-97,-106,-90
"6031","dr5rusr",-139,-95,-148,-163,-102,-172,-120,-119,-165,-162,-145,-157
"6036","dr5russ",-44,-62,-87,-68,-66,-66,-47,-52,-63,-53,-72,-56
"6041","dr5rust",-170,-191,-247,-139,-126,-147,-143,-138,-163,-98,-136,-185
"6046","dr5rusu",-116,-107,-114,-100,-112,-116,-101,-89,-104,-79,-119,-142
"6051","dr5rusv",-123,-129,-109,-148,-154,-173,-78,-118,-105,-104,-129,-202
"6056","dr5rusw",-138,-124,-124,-125,-101,-169,-99,-118,-123,-94,-163,-220
"6061","dr5rusx",-157,-150,-182,-175,-106,-146,-124,-131,-139,-111,-114,-143
"6066","dr5rusy",-276,-245,-237,-226,-282,-306,-226,-177,-286,-191,-233,-358
"6071","dr5rusz",-137,-177,-156,-152,-116,-185,-103,-113,-125,-115,-137,-169
"6076","dr5rut0",-65,-88,-135,-103,-80,-139,-91,-66,-107,-63,-82,-114
"6081","dr5rut1",-100,-105,-173,-140,-124,-190,-97,-76,-119,-105,-129,-161
"6086","dr5rut2",-79,-52,-100,-75,-64,-117,-58,-50,-70,-81,-68,-84
"6091","dr5rut3",-50,-37,-59,-39,-52,-62,-38,-40,-62,-35,-49,-62
"6096","dr5rut4",-58,-51,-57,-65,-92,-120,-54,-83,-77,-80,-76,-85
"6101","dr5rut5",-53,-45,-81,-90,-49,-92,-33,-65,-84,-120,-83,-98
"6106","dr5rut6",-80,-36,-73,-79,-69,-63,-56,-43,-63,-48,-59,-80
"6111","dr5rut7",-4,-12,-28,-13,-19,-16,-7,-18,-14,-22,-14,-27
"6116","dr5rut8",-96,-105,-125,-121,-150,-123,-92,-98,-170,-112,-110,-180
"6121","dr5rut9",0,-1,-12,-13,-13,-8,-8,-5,-3,-6,-3,-10
"6124","dr5rutb",-41,-54,-68,-52,-101,-67,-59,-40,-63,-61,-61,-57
"6129","dr5rutc",-9,-9,-28,-7,-15,-13,-9,-8,-20,-12,-11,-21
"6132","dr5ruth",-93,-99,-133,-95,-84,-158,-98,-91,-123,-116,-140,-186
"6137","dr5rutj",-35,-31,-54,-69,-75,-76,-37,-52,-75,-54,-64,-105
"6142","dr5rutk",NA,NA,NA,NA,NA,NA,NA,-2,-2,-2,-4,0
"6143","dr5rutn",-86,-71,-73,-79,-76,-69,-60,-55,-67,-83,-62,-95
"6148","dr5rutp",-85,-76,-108,-107,-117,-122,-66,-68,-121,-78,-110,-121
"6153","dr5rutr",-23,-26,-37,-49,-61,-82,-26,-26,-50,-43,-47,-71
"6158","dr5ruts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,-1
"6160","dr5rutv",-1,-4,0,-2,0,-5,0,-2,-6,0,-1,0
"6161","dr5rutx",-4,0,-1,-10,-7,-4,0,-2,-14,-9,-10,-8
"6162","dr5ruty",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3
"6163","dr5ruu0",-59,-64,-115,-78,-79,-95,-69,-77,-83,-111,-88,-100
"6168","dr5ruu1",-53,-60,-83,-54,-47,-60,-49,-42,-74,-49,-49,-66
"6173","dr5ruu2",-157,-137,-181,-158,-169,-192,-157,-126,-143,-165,-119,-193
"6178","dr5ruu3",-147,-147,-191,-141,-120,-197,-121,-140,-191,-132,-142,-210
"6183","dr5ruu4",-92,-77,-127,-76,-74,-113,-92,-66,-77,-61,-63,-117
"6188","dr5ruu5",-34,-41,-33,-38,-34,-35,-18,-35,-39,-54,-23,-38
"6193","dr5ruu6",-101,-135,-143,-108,-82,-122,-80,-100,-127,-94,-126,-130
"6198","dr5ruu7",-85,-80,-98,-56,-60,-79,-61,-59,-90,-80,-87,-165
"6203","dr5ruu8",-108,-119,-198,-142,-140,-210,-124,-146,-176,-217,-141,-181
"6208","dr5ruu9",-129,-98,-139,-128,-129,-154,-117,-111,-123,-116,-95,-168
"6213","dr5ruub",-178,-167,-206,-147,-132,-190,-135,-134,-186,-156,-137,-223
"6218","dr5ruuc",-124,-127,-214,-177,-203,-261,-122,-158,-212,-239,-169,-276
"6223","dr5ruud",-163,-119,-203,-124,-149,-167,-110,-157,-224,-170,-142,-206
"6228","dr5ruue",-39,-24,-38,-37,-21,-52,-12,-26,-60,-31,-16,-78
"6233","dr5ruuf",-96,-82,-121,-68,-53,-96,-56,-54,-82,-83,-68,-96
"6238","dr5ruug",-41,-31,-74,-49,-66,-56,-28,-36,-69,-58,-63,-87
"6243","dr5ruuh",-42,-15,-33,-35,-25,-32,-24,-26,-24,-20,-18,-32
"6248","dr5ruuj",-11,-12,-8,-5,-12,-8,-6,-7,-5,-5,-5,-12
"6249","dr5ruuk",-25,-19,-35,-26,-17,-33,-26,-24,-31,-24,-21,-37
"6254","dr5ruum",-23,0,-29,-15,-25,-23,-5,-13,-32,-13,-15,-24
"6259","dr5ruun",-41,-33,-50,-44,-38,-37,-31,-26,-33,-36,-49,-63
"6264","dr5ruup",-14,-10,-12,-18,-17,-9,-22,-15,-17,-11,-25,-34
"6269","dr5ruuq",-9,-7,-15,-4,-13,-9,-10,-8,-17,-5,-4,-8
"6273","dr5ruur",-19,-13,-13,-31,-29,-24,-1,-24,-31,-18,-15,-27
"6278","dr5ruus",-29,-16,-30,-19,-16,-33,-10,-11,-17,-20,-25,-27
"6283","dr5ruut",-28,-21,-24,-27,-16,-34,-17,-27,-34,-30,-29,-15
"6288","dr5ruuu",-45,-50,-66,-39,-56,-59,-40,-20,-63,-30,-22,-29
"6293","dr5ruuv",-54,-59,-62,-38,-52,-54,-54,-32,-38,-30,-41,-60
"6298","dr5ruuw",-24,-34,-20,-17,-17,-17,-19,-14,-26,-4,-14,-21
"6303","dr5ruux",-16,-20,-11,-18,-9,-32,-7,-16,-34,-6,-10,-25
"6308","dr5ruuy",-48,-54,-66,-47,-40,-79,-40,-82,-52,-55,-46,-77
"6313","dr5ruuz",-19,-15,-21,-20,-17,-27,-22,-19,-18,-19,-19,-17
"6318","dr5ruv0",-95,-83,-105,-95,-93,-138,-74,-62,-84,-88,-99,-127
"6323","dr5ruv1",-52,-53,-99,-71,-78,-92,-47,-47,-118,-94,-105,-103
"6328","dr5ruv2",-24,-29,-29,-34,-47,-52,-20,-24,-28,-27,-35,-57
"6333","dr5ruv3",-50,-53,-49,-61,-71,-76,-69,-42,-53,-46,-44,-87
"6338","dr5ruv4",-56,-54,-122,-72,-55,-97,-40,-28,-66,-89,-104,-74
"6343","dr5ruv5",-77,-84,-113,-87,-73,-118,-59,-69,-117,-80,-78,-133
"6348","dr5ruv6",-71,-45,-68,-46,-44,-78,-51,-30,-53,-52,-79,-61
"6353","dr5ruv7",-54,-26,-49,-35,-46,-70,-38,-36,-34,-65,-34,-72
"6358","dr5ruv8",-46,-37,-52,-87,-97,-79,-55,-63,-82,-81,-84,-119
"6363","dr5ruv9",-53,-32,-58,-41,-47,-77,-41,-37,-49,-53,-51,-84
"6368","dr5ruvb",1,-1,-1,1,-5,-4,-4,1,1,-6,-2,-5
"6373","dr5ruvc",-14,-22,-28,-31,-45,-39,-26,-21,-31,-19,-33,-49
"6378","dr5ruvd",-84,-62,-127,-77,-74,-110,-76,-75,-88,-105,-89,-95
"6383","dr5ruve",-61,-66,-136,-60,-48,-94,-34,-23,-77,-70,-85,-98
"6388","dr5ruvf",-48,-59,-62,-74,-68,-81,-30,-37,-64,-38,-57,-62
"6393","dr5ruvg",-33,-56,-96,-59,-44,-52,-42,-35,-54,-50,-64,-54
"6398","dr5ruvh",-68,-32,-66,-37,-49,-67,-45,-41,-53,-20,-34,-75
"6403","dr5ruvj",-38,-48,-80,-38,-52,-49,-38,-54,-78,-47,-31,-73
"6408","dr5ruvk",-36,-42,-72,-43,-40,-44,-18,-18,-23,-30,-40,-41
"6413","dr5ruvm",-26,-21,-47,-22,-18,-41,-10,-28,-25,-18,-14,-48
"6418","dr5ruvn",-48,-27,-29,-41,-27,-42,-33,-17,-38,-34,-40,-41
"6423","dr5ruvp",-23,-22,-68,-20,-35,-57,-21,-24,-59,-32,-31,-51
"6428","dr5ruvq",-39,-37,-60,-48,-54,-61,-36,-29,-23,-27,-32,-37
"6433","dr5ruvr",-43,-38,-41,-40,-32,-60,-39,-40,-43,-55,-55,-75
"6438","dr5ruvs",-22,-54,-63,-34,-45,-35,-22,-21,-46,-41,-31,-52
"6443","dr5ruvt",-42,-38,-57,-50,-15,-50,-36,-37,-79,-56,-61,-56
"6448","dr5ruvu",-71,-75,-75,-82,-75,-84,-63,-38,-90,-73,-64,-86
"6453","dr5ruvv",-48,-37,-66,-55,-30,-71,-33,-21,-62,-48,-66,-65
"6458","dr5ruvw",-78,-60,-140,-78,-36,-103,-67,-64,-98,-72,-71,-109
"6463","dr5ruvx",-42,-48,-41,-31,-41,-37,-28,-23,-33,-38,-38,-52
"6468","dr5ruvy",-40,-40,-48,-46,-26,-38,-19,-30,-44,-23,-38,-44
"6473","dr5ruvz",-76,-82,-115,-98,-48,-80,-48,-39,-96,-71,-76,-106
"6478","dr5ruw0",-47,-40,-57,-48,-52,-63,-47,-42,-53,-41,-50,-59
"6483","dr5ruw1",-42,-43,-67,-51,-51,-68,-66,-41,-66,-38,-20,-41
"6488","dr5ruw2",-20,-32,-41,-27,-31,-27,-21,-23,-40,-21,-18,-34
"6493","dr5ruw3",-29,-28,-46,-33,-34,-30,-34,-12,-34,-36,-33,-22
"6498","dr5ruw5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2
"6499","dr5ruw6",-29,-39,-36,-70,-112,-80,-51,-47,-76,-63,-109,-66
"6504","dr5ruw7",NA,NA,NA,NA,-5,-9,-11,-5,-20,-10,-5,-11
"6507","dr5ruw8",-91,-64,-81,-68,-73,-114,-40,-42,-125,-77,-88,-99
"6512","dr5ruw9",-33,-29,-53,-36,-43,-36,-13,-27,-26,-19,-30,-38
"6515","dr5ruwb",-33,-39,-55,-28,-39,-39,-16,-24,-41,-35,-37,-67
"6520","dr5ruwc",-35,-31,-26,-27,-30,-39,-18,-21,-27,-28,-37,-36
"6525","dr5ruwd",-33,-26,-57,-26,-37,-59,-25,-22,-29,-22,-49,-61
"6530","dr5ruwe",-14,-15,-11,-21,-12,-19,-11,-18,-27,-14,-17,-20
"6535","dr5ruwf",-9,-17,-12,-12,-12,-19,-9,-6,-6,-3,-5,-9
"6537","dr5ruwg",-27,-22,-36,-30,-30,-37,-36,-22,-39,-37,-26,-60
"6542","dr5ruwu",-6,-1,-2,-15,-17,-11,-8,-10,-12,-14,-8,-9
"6546","dr5rux0",-29,-15,-26,-12,-23,-13,-11,-19,-19,-21,-10,-14
"6551","dr5rux1",-15,-23,-44,-15,-16,-25,-13,-15,-25,-20,-28,-36
